>NC_017549.1
483	2027	+	3	1.254733	I:	D:
2056	3159	+	1	1.204792	I:	D:
3169	6695	+	1	1.238374	I:	D:4274,
7075	7848	-	1	1.198576	I:	D:
7860	8396	-	3	1.254193	I:	D:
8413	8499	+	1	1.331925	I:	D:
8818	10434	+	1	1.201988	I:	D:
10491	13501	-	3	1.187090	I:	D:12549,
13597	14148	+	1	1.212308	I:	D:
14293	15180	+	1	1.323052	I:	D:
15343	15531	+	1	1.289754	I:	D:
15678	16331	+	3	1.225319	I:	D:
16393	16665	-	1	1.332924	I:	D:
16980	17297	-	3	1.226893	I:	D:
17446	18819	-	1	1.160820	I:	D:
18846	21091	-	3	1.180700	I:	D:20151,
21146	21652	-	2	1.209238	I:	D:
21803	21871	-	2	1.178141	I:	D:
21887	22816	+	2	1.169409	I:	D:
22951	24039	+	1	1.174747	I:	D:
24080	24637	+	2	1.186419	I:	D:
24647	25624	-	2	1.202146	I:	D:
25752	26732	+	3	1.212420	I:	D:
26790	27614	+	3	1.163518	I:	D:
27725	30577	+	2	1.191530	I:28700,30102,	D:29976,30069,
30581	33062	-	2	1.191151	I:32155,	D:
33079	34590	-	1	1.185453	I:	D:
34703	36005	+	2	1.201039	I:35614,	D:
36013	36349	-	1	1.182339	I:36019,	D:
36357	36980	-	3	1.181453	I:	D:
37166	39177	-	2	1.168842	I:	D:37981,
39281	40168	+	2	1.166890	I:	D:
40269	40484	+	3	1.229548	I:	D:
40674	40895	+	3	1.188370	I:	D:
41193	42881	+	3	1.161024	I:	D:
42994	54205	+	1	1.165225	I:54128,	D:
55898	57560	+	2	1.177314	I:57539,	D:
58097	58291	-	2	1.395656	I:	D:
59402	60564	-	2	1.315568	I:	D:60269,
60903	61603	+	3	1.329967	I:61031,61082,	D:
61640	63248	-	2	1.174606	I:61675,63133,	D:61872,
63476	64813	+	2	1.245306	I:	D:
65309	65995	+	2	1.189268	I:	D:
66026	67041	+	2	1.174336	I:	D:66375,
67056	67439	-	3	1.205975	I:	D:
67721	69382	-	2	1.168264	I:	D:
70004	70132	+	2	1.187521	I:	D:
70194	70331	+	3	1.351022	I:	D:
70954	72786	+	1	1.192147	I:	D:
72839	73267	-	2	1.197158	I:	D:
73475	74023	-	2	1.172221	I:	D:
74062	74568	-	1	1.169174	I:	D:
74634	75554	-	3	1.125703	I:	D:
75662	76549	+	2	1.165561	I:	D:
76600	77316	+	1	1.156481	I:	D:
77430	77855	+	3	1.198079	I:	D:
77966	78199	+	2	1.176159	I:	D:
78211	78648	-	1	1.180431	I:	D:
78705	79121	-	3	1.193420	I:	D:
79180	80340	+	1	1.185631	I:79265,	D:79300,
80348	81331	-	2	1.133276	I:	D:
81364	82564	-	1	1.180894	I:82029,	D:
82587	84959	+	3	1.176231	I:82625,	D:84683,
85048	86106	+	1	1.178960	I:	D:
86263	87250	-	1	1.183105	I:	D:86297,86366,
87312	94030	-	3	1.158925	I:89043,	D:90221,90939,
94038	94766	-	3	1.177228	I:	D:
94776	100332	-	3	1.149954	I:	D:95457,98987,
100339	101673	-	1	1.151845	I:	D:
101689	103721	-	1	1.187518	I:102176,102220,102793,102840,102937,	D:
104089	105123	+	1	1.171295	I:	D:
105212	105730	+	2	1.180603	I:	D:
105743	107239	+	2	1.179933	I:	D:
107327	107803	+	2	1.188975	I:	D:
107837	108816	+	2	1.155410	I:107906,107958,	D:
108818	114894	+	2	1.149713	I:112190,	D:109314,111144,
114941	116872	+	2	1.175223	I:	D:
116987	117271	-	2	1.224546	I:	D:
117284	118889	-	2	1.191265	I:117517,	D:
118905	119339	-	3	1.188732	I:	D:
119593	121818	+	1	1.187746	I:	D:
121846	127874	+	1	1.226197	I:122292,125626,127787,	D:123420,124439,125591,126558,
128177	128893	+	2	1.213088	I:	D:
129104	130595	+	2	1.152698	I:130591,	D:
130662	131300	-	3	1.177231	I:	D:
131696	132796	+	2	1.182306	I:	D:
132806	134398	+	2	1.165769	I:	D:
134409	135861	+	3	1.183722	I:134944,	D:
135877	136086	-	1	1.179673	I:	D:
136114	137449	+	1	1.159439	I:136894,	D:
137514	138587	+	3	1.133578	I:	D:
138613	139527	+	1	1.160072	I:	D:
139553	140188	+	2	1.170025	I:	D:
140228	140680	-	2	1.188309	I:	D:
140722	141285	+	1	1.273806	I:	D:
141542	142270	+	2	1.163155	I:	D:
142295	142882	+	2	1.174209	I:	D:
143127	144461	+	3	1.148332	I:	D:
144510	145196	+	3	1.151116	I:	D:
145297	146147	+	1	1.199703	I:	D:146021,
146211	146621	+	3	1.228206	I:	D:
146653	147561	-	1	1.203755	I:	D:
147861	148366	-	3	1.241614	I:	D:148143,
148542	149231	-	3	1.213975	I:	D:
149263	149763	+	1	1.165543	I:	D:
149836	150177	+	1	1.239639	I:	D:
150259	151686	-	1	1.160612	I:	D:
151855	153348	-	1	1.160689	I:	D:
153432	155065	-	3	1.163641	I:	D:153724,
155200	156117	+	1	1.146325	I:	D:
156231	157529	-	3	1.176200	I:	D:
158518	161380	+	1	1.164514	I:158614,158665,	D:160281,
161403	162329	+	3	1.115904	I:	D:
162494	163057	+	2	1.196820	I:	D:
163202	164767	+	2	1.152597	I:	D:
164847	165920	-	3	1.208983	I:	D:
166120	168706	+	1	1.176612	I:167544,	D:
168743	169591	-	2	1.192512	I:	D:
169626	170252	-	3	1.153549	I:	D:
170402	171030	-	2	1.181548	I:	D:170931,
171186	172256	+	3	1.176272	I:	D:
172329	173291	+	3	1.179089	I:	D:
173396	174346	+	2	1.158055	I:	D:
174501	176080	+	3	1.160000	I:	D:175069,
176227	178614	+	1	1.155772	I:	D:
178887	179804	+	3	1.148910	I:	D:
179939	180658	+	2	1.199973	I:	D:
180669	181274	+	3	1.163311	I:	D:
181490	182329	+	2	1.189811	I:	D:
182530	187744	+	1	1.156871	I:	D:183629,184696,
187961	188881	+	2	1.173313	I:	D:
188997	189182	+	3	1.254202	I:	D:
189769	191103	+	1	1.176085	I:	D:
191132	191923	-	2	1.164086	I:	D:
192007	193623	+	1	1.152322	I:	D:
193866	193937	+	3	1.254149	I:	D:
194295	195131	+	3	1.195299	I:	D:
195373	196779	+	1	1.136231	I:	D:
196872	197537	+	3	1.152280	I:	D:
197543	198133	+	2	1.138454	I:	D:
198140	198967	-	2	1.176139	I:	D:
198974	199354	-	2	1.207570	I:	D:
199381	199923	-	1	1.190105	I:	D:
199932	201923	-	3	1.143821	I:	D:
202186	203235	-	1	1.150620	I:	D:
203255	203857	-	2	1.159677	I:	D:
203863	204705	-	1	1.178697	I:	D:
204775	206814	-	1	1.156650	I:	D:
206850	209238	-	3	1.168164	I:207331,	D:
209278	209643	-	1	1.180757	I:	D:
209841	211025	-	3	1.204120	I:	D:
211204	212136	-	1	1.169482	I:	D:
212241	213005	+	3	1.146127	I:	D:
213105	214715	-	3	1.181003	I:	D:
214803	217255	-	3	1.142854	I:	D:215670,
217523	218584	+	2	1.155475	I:	D:
219002	220695	+	2	1.171811	I:	D:219814,
220733	222091	-	2	1.178534	I:	D:
222339	223064	+	3	1.183962	I:	D:
223088	224005	-	2	1.160157	I:	D:
224305	226728	+	1	1.173667	I:	D:
226769	228638	+	2	1.193183	I:227668,	D:
229285	230403	+	1	1.136890	I:	D:
230479	230787	+	1	1.191779	I:	D:
230793	232223	+	3	1.132401	I:	D:
232567	233379	+	1	1.206188	I:	D:
233408	234127	+	2	1.145164	I:	D:
234129	234530	+	3	1.141841	I:	D:
234711	235026	-	3	1.301281	I:234960,	D:
235139	235720	+	2	1.176089	I:	D:
235831	240336	+	1	1.160588	I:238350,238662,	D:237470,239527,
240412	241973	+	1	1.151628	I:	D:241040,
242030	242434	+	2	1.164530	I:	D:
242440	243204	+	1	1.164403	I:	D:
243289	244218	-	1	1.168398	I:	D:
244406	244477	-	2	1.199212	I:	D:
244556	245476	-	2	1.181016	I:	D:
245827	247317	+	1	1.150072	I:	D:
247375	248808	+	1	1.158271	I:	D:
248839	251443	+	1	1.180191	I:250218,	D:
251521	252402	-	1	1.154051	I:	D:
252462	253244	-	3	1.217712	I:	D:
253399	253938	+	1	1.203187	I:	D:
254089	256921	+	1	1.162066	I:	D:254936,255716,
257071	258369	+	1	1.180245	I:	D:
258392	259771	+	2	1.138461	I:	D:
259786	260577	+	1	1.161465	I:	D:
260588	260989	+	2	1.188249	I:	D:
261034	261102	-	1	1.232670	I:	D:
261117	262058	+	3	1.145125	I:	D:
262129	263082	+	1	1.215397	I:	D:
263323	264669	-	1	1.160762	I:	D:
264975	265754	+	3	1.163975	I:	D:
265998	267041	+	3	1.201528	I:	D:
267064	267879	+	1	1.143949	I:	D:
268029	268907	+	3	1.160772	I:	D:
268933	270183	-	1	1.189897	I:	D:
270249	271750	-	3	1.184348	I:	D:271724,
272121	274025	+	3	1.168628	I:	D:
274118	274786	+	2	1.200705	I:	D:
274826	276123	-	2	1.168820	I:274982,	D:274986,275682,
276240	277789	-	3	1.147141	I:	D:277752,
277920	279104	-	3	1.178675	I:	D:
279282	280138	+	3	1.202631	I:	D:280119,
280145	280591	-	2	1.167617	I:	D:
280669	281103	-	1	1.174614	I:	D:
281268	281909	-	3	1.233030	I:	D:
282177	282431	-	3	1.229601	I:	D:
282556	283020	-	1	1.183543	I:	D:
283073	284578	-	2	1.185715	I:	D:
284684	285370	-	2	1.175607	I:	D:
285534	286511	-	3	1.291389	I:	D:
286710	286931	-	3	1.397757	I:	D:
287166	287429	+	3	1.291775	I:	D:
287462	288263	+	2	1.278324	I:288222,	D:
288789	289103	-	3	1.367408	I:	D:
289154	289960	-	2	1.200333	I:	D:
290289	290596	-	3	1.316495	I:	D:290322,
290970	293390	-	3	1.257784	I:290977,	D:292900,
293394	296453	-	3	1.232215	I:	D:
296633	297151	-	2	1.181282	I:	D:
298929	299174	-	3	1.366810	I:	D:
299819	301318	+	2	1.387602	I:	D:
301321	306298	+	1	1.347317	I:305369,306257,	D:302066,
306632	306775	-	2	1.347190	I:	D:
307863	308132	+	3	1.384627	I:	D:
308601	313396	-	3	1.369837	I:308634,312339,312402,	D:309093,
314588	315378	-	2	1.407547	I:	D:314622,
315461	316555	-	2	1.377827	I:	D:
316592	317596	-	2	1.286328	I:	D:
317598	318434	-	3	1.291548	I:	D:
319632	321155	-	3	1.306864	I:	D:
321159	322056	-	3	1.365124	I:321816,	D:
322551	322655	+	3	1.299625	I:	D:
324874	324964	+	1	1.330019	I:324952,	D:
325834	325944	+	1	1.286929	I:	D:
325993	326079	+	1	1.385393	I:	D:
326085	326171	-	3	1.286640	I:	D:
326322	326928	+	3	1.427232	I:326895,	D:
327096	327597	+	3	1.404858	I:327591,	D:
327737	328298	+	2	1.382431	I:328248,	D:
328841	328966	-	2	1.336194	I:	D:
329288	329470	-	2	1.352383	I:	D:
330356	330796	+	2	1.368671	I:	D:
330814	330969	-	1	1.325949	I:	D:
331175	331282	+	2	1.308705	I:	D:
331317	332013	+	3	1.380818	I:331968,	D:
332067	332232	-	3	1.272258	I:332082,	D:
332324	333718	-	2	1.199786	I:	D:
333819	335151	+	3	1.194475	I:333884,	D:
335209	335607	-	1	1.184704	I:	D:
335939	336709	+	2	1.141662	I:	D:
336781	337473	+	1	1.169373	I:	D:
337478	337972	-	2	1.168366	I:	D:
338086	338175	-	1	1.299784	I:	D:
338238	338792	+	3	1.122162	I:	D:
338814	339443	-	3	1.215718	I:	D:
339561	340313	+	3	1.169029	I:	D:
340333	341274	-	1	1.189550	I:	D:
341387	341962	+	2	1.169984	I:	D:
342067	342570	+	1	1.170197	I:	D:
342739	343601	-	1	1.187780	I:	D:342773,
343712	346099	+	2	1.170690	I:	D:
346277	347146	-	2	1.179380	I:	D:
347229	349291	-	3	1.182601	I:	D:348143,
349346	350443	-	2	1.214973	I:	D:
350862	351965	-	3	1.217210	I:	D:
352081	353451	-	1	1.187717	I:	D:
353464	355668	-	1	1.239514	I:354933,	D:353527,
355947	357323	+	3	1.208375	I:	D:
357501	358640	+	3	1.191782	I:	D:
358701	359337	+	3	1.194116	I:359324,	D:
359529	360407	+	3	1.193671	I:	D:
360493	361676	+	1	1.187096	I:	D:361578,
361734	363116	-	3	1.163465	I:	D:
363731	364702	-	2	1.188456	I:	D:
364815	366786	-	3	1.186937	I:365838,	D:
366842	368227	-	2	1.143312	I:	D:
368456	369688	-	2	1.215582	I:	D:
369806	372088	+	2	1.177958	I:	D:
372252	372434	+	3	1.183950	I:	D:
372611	373609	+	2	1.174542	I:	D:
373771	374589	+	1	1.131775	I:	D:
374600	375469	+	2	1.150613	I:	D:
375473	376462	+	2	1.152568	I:	D:
376476	377174	-	3	1.156114	I:	D:
377268	378020	+	3	1.141650	I:	D:
378192	378950	+	3	1.162424	I:	D:
378990	379505	-	3	1.164939	I:	D:
379581	380267	+	3	1.153274	I:	D:
380304	381146	+	3	1.214776	I:380331,	D:380419,
381309	382524	+	3	1.137180	I:381778,	D:
382574	383506	+	2	1.202605	I:	D:
383513	383787	-	2	1.240120	I:	D:383517,
383821	384228	-	1	1.204367	I:	D:
384240	384677	-	3	1.175590	I:	D:
384804	386225	+	3	1.153123	I:	D:
386396	387595	-	2	1.170965	I:	D:
387913	389193	-	1	1.156726	I:	D:
389438	390889	-	2	1.150928	I:	D:
391056	391271	-	3	1.298894	I:	D:
391992	392276	-	3	1.342970	I:	D:
392288	393596	-	2	1.378888	I:393475,	D:
393664	394360	-	1	1.383824	I:393709,	D:
394399	397409	+	1	1.174634	I:396342,396350,	D:
397453	397725	+	1	1.206115	I:	D:
397753	398835	+	1	1.163982	I:	D:
399189	400833	+	3	1.302634	I:399197,399621,	D:399240,
401281	401977	+	1	1.380818	I:401932,	D:
402031	402376	-	1	1.204693	I:402046,	D:
402470	403809	-	2	1.187326	I:	D:403578,
403846	404244	-	1	1.114620	I:	D:
