>NC_017549.1
404393	405636	+	2	1.171756	I:	D:404996,
405640	405900	+	1	1.213404	I:	D:
405949	406686	+	1	1.160775	I:	D:
406697	407467	+	2	1.173248	I:	D:
407639	408385	+	2	1.157826	I:	D:
408476	409228	+	2	1.160603	I:	D:
409336	410133	+	1	1.180310	I:	D:
410174	411634	-	2	1.194943	I:	D:
411724	413807	-	1	1.160018	I:	D:412501,
413836	417952	-	1	1.209330	I:416139,416169,416397,	D:415284,416410,
418106	418696	+	2	1.186270	I:	D:
418698	418952	+	3	1.181260	I:	D:
418989	419480	+	3	1.217733	I:	D:
419539	420000	-	1	1.224919	I:	D:
420101	420466	+	2	1.201870	I:	D:
420895	421105	+	1	1.332156	I:420984,	D:
421423	423950	-	1	1.177971	I:422841,422871,	D:
424203	425293	-	3	1.210080	I:	D:424777,
425536	427720	+	1	1.161591	I:427712,	D:
427785	428189	-	3	1.184163	I:	D:
428337	429746	-	3	1.204891	I:	D:
430083	431598	+	3	1.182235	I:431534,	D:
431680	433571	+	1	1.162550	I:431736,431752,	D:
433655	434080	-	2	1.182105	I:	D:
434164	434748	+	1	1.171223	I:	D:
434902	439912	+	1	1.163450	I:	D:438488,439838,
440001	441932	+	3	1.166867	I:	D:
442086	442702	+	3	1.231815	I:	D:442606,
442756	443766	+	1	1.163835	I:	D:
443771	444373	+	2	1.176399	I:	D:
444446	445269	+	2	1.214862	I:	D:444701,
445412	446773	-	2	1.186282	I:	D:
446874	448213	+	3	1.195405	I:	D:447619,
448325	449377	+	2	1.218096	I:	D:
449393	450331	+	2	1.207389	I:	D:
450350	451147	+	2	1.186654	I:	D:
451473	456328	+	3	1.171371	I:454700,	D:453150,454742,
456391	457794	+	1	1.155130	I:	D:
457930	458880	+	1	1.170533	I:	D:
458905	459756	+	1	1.130566	I:	D:
459768	464110	+	3	1.170547	I:463304,	D:460580,462109,
464381	468987	+	2	1.220259	I:	D:466743,
470801	471029	+	2	1.352585	I:470996,	D:
471685	472593	-	1	1.149247	I:	D:
472706	473956	+	2	1.153591	I:	D:
473981	474331	+	2	1.161704	I:	D:
474374	475273	+	2	1.211209	I:	D:
475278	475754	-	3	1.158120	I:	D:
475936	476907	+	1	1.205730	I:	D:
476913	477341	+	3	1.165174	I:	D:
477798	481953	+	3	1.192157	I:479373,	D:
482212	482991	+	1	1.153097	I:	D:
483057	484746	+	3	1.170686	I:483983,	D:
484754	485215	-	2	1.184895	I:	D:
485325	487268	-	3	1.152514	I:	D:
487480	488987	-	1	1.165321	I:	D:488188,
488991	489397	-	3	1.199309	I:	D:489104,
489411	489659	-	3	1.190382	I:	D:
489685	490417	-	1	1.197399	I:490037,	D:
490533	492757	-	3	1.163183	I:	D:492136,
492772	493542	-	1	1.173865	I:	D:
493678	493953	+	1	1.162142	I:	D:
494097	495426	+	3	1.266635	I:494502,495412,	D:495053,
495470	496087	-	2	1.185746	I:	D:
496143	497798	-	3	1.191897	I:	D:
497892	498065	-	3	1.327097	I:	D:
498129	500818	-	3	1.197778	I:	D:499146,
500876	501067	+	2	1.333285	I:	D:
501237	503046	-	3	1.170835	I:501710,	D:
503075	504422	-	2	1.191801	I:503733,	D:
504457	506220	-	1	1.173913	I:	D:
506469	508688	-	3	1.187010	I:	D:
508864	509079	+	1	1.261989	I:	D:
509139	511342	+	3	1.212226	I:	D:509900,
511445	512713	+	2	1.192991	I:	D:
512809	515280	-	1	1.208549	I:	D:
515498	518266	+	2	1.228619	I:	D:516514,517120,517737,
518320	520994	+	1	1.200449	I:	D:520451,
521044	522150	+	1	1.229044	I:	D:
522157	523824	+	1	1.198843	I:	D:
524049	528494	+	3	1.171605	I:	D:
528523	529956	+	1	1.183329	I:	D:
530133	531200	+	3	1.187419	I:	D:
531321	532301	-	3	1.172343	I:	D:
532312	533508	-	1	1.210024	I:532366,	D:532430,
533560	534489	+	1	1.211937	I:	D:
534517	535833	-	1	1.159503	I:	D:
536009	536914	+	2	1.154985	I:	D:
537005	537772	+	2	1.194250	I:	D:
537794	538609	-	2	1.159438	I:	D:
538722	539186	-	3	1.217243	I:	D:
539265	540542	-	3	1.173615	I:	D:
540679	541653	-	1	1.173206	I:	D:
541804	548521	-	1	1.169161	I:543255,546808,	D:543344,
548814	550616	-	3	1.175506	I:	D:
550918	551754	+	1	1.162268	I:	D:
551758	552405	-	1	1.178016	I:	D:
552499	555198	-	1	1.172080	I:	D:
555616	557259	-	1	1.187189	I:	D:
557404	560094	-	1	1.203060	I:	D:
560334	563282	+	3	1.177550	I:	D:
563338	564261	+	1	1.187854	I:	D:
564360	571307	+	3	1.190798	I:569821,569833,	D:565355,566417,567535,568341,569074,
571411	575178	+	1	1.201203	I:573166,	D:574269,
575182	576600	+	1	1.202740	I:	D:
576637	577629	+	1	1.225134	I:	D:
577790	578674	+	2	1.278826	I:	D:
578693	579898	-	2	1.288852	I:	D:
579906	580556	-	3	1.251208	I:	D:
580664	582475	+	2	1.197175	I:	D:
582516	583940	+	3	1.160608	I:	D:
584023	585357	+	1	1.175316	I:	D:
585406	586614	+	1	1.196371	I:	D:
586639	587550	-	1	1.162003	I:	D:
587728	589712	-	1	1.168809	I:	D:588542,
589773	590105	-	3	1.147752	I:	D:
590190	591074	+	3	1.151210	I:	D:
591110	592387	+	2	1.153883	I:	D:
592436	593035	-	2	1.191751	I:	D:
593113	595059	-	1	1.165892	I:	D:
595233	596324	+	3	1.162058	I:	D:
596401	597900	+	1	1.179182	I:597160,	D:597041,
597904	600929	+	1	1.165951	I:	D:598673,
601113	602525	+	3	1.185051	I:	D:
602802	603575	+	3	1.174764	I:	D:
603596	604756	+	2	1.175416	I:	D:
604823	606913	+	2	1.163960	I:	D:
606994	608635	+	1	1.150303	I:607034,	D:
608658	610594	+	3	1.172654	I:	D:609837,
610660	612108	-	1	1.157255	I:	D:
612564	614447	+	3	1.193733	I:	D:
614506	615252	-	1	1.194067	I:	D:
615495	616561	+	3	1.185742	I:	D:616103,
616716	617534	+	3	1.184915	I:	D:
617536	618287	+	1	1.225026	I:617594,617636,	D:
618299	621201	+	2	1.167623	I:	D:620186,
621237	623994	+	3	1.167724	I:621713,	D:
624287	624997	+	2	1.190279	I:	D:
625055	627126	-	2	1.177365	I:	D:625594,
627347	628561	+	2	1.155837	I:	D:
628648	630723	-	1	1.178229	I:	D:
630788	632611	-	2	1.191699	I:	D:
632930	633799	-	2	1.168842	I:	D:
633803	634618	-	2	1.194454	I:	D:
634693	636204	-	1	1.171601	I:	D:
636345	637196	+	3	1.182107	I:	D:
637216	638259	+	1	1.171817	I:	D:
638263	639282	-	1	1.203752	I:	D:
639394	639936	+	1	1.222022	I:	D:
639970	641055	-	1	1.196057	I:	D:
641137	643100	+	1	1.202562	I:	D:642625,
643109	646437	+	2	1.185087	I:	D:644534,
646495	647466	+	1	1.249325	I:	D:
647572	647820	+	1	1.282590	I:	D:
647875	649134	+	1	1.187433	I:	D:
649229	651297	+	2	1.206442	I:	D:650406,
651393	651578	+	3	1.244198	I:	D:
651613	652797	+	1	1.197266	I:	D:
652849	654141	+	1	1.185314	I:	D:
654805	658265	+	1	1.184425	I:	D:657517,
658480	658899	+	1	1.257826	I:	D:
658929	659159	+	3	1.261244	I:	D:
659196	660065	+	3	1.206698	I:	D:
660087	660533	+	3	1.167313	I:	D:
660662	662056	+	2	1.174669	I:	D:
662125	663216	+	1	1.197026	I:	D:
664948	666828	-	1	1.171554	I:	D:
667041	669518	+	3	1.202186	I:669387,	D:669276,
669546	672979	+	3	1.178763	I:	D:672027,
673230	674081	+	3	1.171363	I:	D:
674280	674963	+	3	1.185457	I:	D:
674976	675674	-	3	1.190362	I:	D:
675839	676285	+	2	1.221016	I:	D:
676354	677277	-	1	1.178239	I:	D:
677411	678238	-	2	1.152289	I:	D:
678267	679466	-	3	1.198284	I:	D:
679469	680128	-	2	1.183500	I:	D:
680283	680840	+	3	1.181095	I:	D:
680855	681550	+	2	1.159926	I:	D:
681597	684217	-	3	1.223466	I:	D:683288,
684837	685961	+	3	1.188255	I:	D:
686196	687110	+	3	1.153180	I:	D:
687121	689980	+	1	1.162681	I:	D:688391,689262,
690051	690983	+	3	1.167624	I:	D:
691342	692103	+	1	1.154625	I:	D:
692167	692880	+	1	1.145274	I:	D:
693005	693830	-	2	1.185801	I:693011,	D:
693845	694900	-	2	1.184676	I:	D:
695279	696613	+	2	1.160564	I:	D:
696628	697524	-	1	1.158316	I:	D:
697625	699211	+	2	1.158272	I:	D:
699298	700638	+	1	1.142188	I:	D:
700661	702130	+	2	1.148140	I:	D:
702238	703491	+	1	1.197105	I:	D:
703636	706605	-	1	1.187928	I:	D:
706771	708322	+	1	1.177147	I:707304,	D:
708338	708910	-	2	1.107704	I:	D:
708940	709554	-	1	1.159014	I:	D:
709565	710736	-	2	1.173084	I:	D:710238,
710966	711595	-	2	1.133782	I:	D:
711754	712854	+	1	1.163660	I:	D:
712875	713963	+	3	1.176190	I:	D:
714026	715646	+	2	1.182524	I:714175,715603,	D:715482,
715708	717549	-	1	1.154631	I:715717,	D:716884,
717687	718310	+	3	1.159530	I:	D:
718364	719742	+	2	1.193406	I:	D:718949,
719856	720197	-	3	1.136261	I:	D:
720473	721006	-	2	1.199247	I:	D:
721141	723371	+	1	1.168715	I:	D:721253,
723373	724185	-	1	1.215494	I:	D:
724332	724739	+	3	1.202600	I:	D:
724783	725127	-	1	1.210457	I:	D:
725216	725755	-	2	1.181100	I:	D:
725910	726326	+	3	1.185802	I:	D:
726501	727766	-	3	1.145620	I:	D:
728007	728837	+	3	1.151140	I:	D:
728844	730392	-	3	1.165228	I:729634,729685,	D:729702,
730431	730697	+	3	1.210406	I:	D:
730707	732074	-	3	1.207851	I:	D:
732193	733893	-	1	1.162749	I:	D:
733962	734267	-	3	1.186333	I:	D:
734284	734802	-	1	1.159513	I:	D:
734811	735113	-	3	1.133469	I:	D:
735115	735957	-	1	1.135070	I:	D:
735966	737200	-	3	1.199098	I:	D:736510,
737337	738173	-	3	1.144999	I:	D:
738191	740856	-	2	1.146483	I:	D:739271,
741003	742268	-	3	1.212626	I:	D:
742310	742611	-	2	1.335187	I:	D:742511,
742693	746570	-	1	1.185045	I:743587,743749,	D:
746674	747963	-	1	1.143542	I:	D:
748067	749674	-	2	1.176029	I:	D:
749754	750032	-	3	1.269645	I:	D:
750074	751072	-	2	1.240824	I:	D:
751184	752550	-	2	1.217172	I:	D:751280,
752646	753530	-	3	1.160592	I:	D:
753611	755937	-	2	1.185224	I:	D:754592,
755955	756425	-	3	1.213994	I:	D:
756449	756892	-	2	1.249590	I:	D:
757036	758811	-	1	1.153843	I:	D:
758971	760944	-	1	1.143284	I:	D:
761022	762650	-	3	1.174020	I:	D:
763003	764073	+	1	1.166792	I:	D:
764077	764613	+	1	1.160356	I:	D:
764675	765188	+	2	1.233526	I:764809,	D:
765439	767349	+	1	1.159904	I:	D:
767601	768755	-	3	1.167446	I:	D:
768897	771023	+	3	1.185452	I:	D:
771053	773978	+	2	1.194437	I:	D:771839,773125,
774024	774641	-	3	1.192447	I:	D:
774661	774729	+	1	1.315493	I:	D:
774872	775669	+	2	1.178746	I:	D:
775674	776234	-	3	1.185542	I:	D:
776302	776841	-	1	1.175025	I:	D:
777013	778416	+	1	1.179851	I:	D:
778421	778876	-	2	1.141212	I:	D:
779001	779840	+	3	1.170635	I:	D:
780170	780388	+	2	1.252185	I:	D:
780615	783326	+	3	1.161722	I:	D:
783424	784200	+	1	1.156588	I:	D:
784251	784460	+	3	1.228850	I:	D:
784503	786494	+	3	1.162335	I:786133,786147,786486,	D:
786502	787930	-	1	1.156594	I:787924,	D:
788100	790866	+	3	1.165689	I:788430,788446,	D:789427,
790869	791261	-	3	1.206451	I:	D:
791339	792574	-	2	1.165852	I:	D:
792731	793367	-	2	1.234873	I:793356,	D:
793389	795750	-	3	1.185905	I:795558,795690,	D:795451,
795794	796723	+	2	1.183166	I:	D:
796778	796876	+	2	1.290601	I:	D:
797106	797621	+	3	1.190592	I:	D:
797670	800111	+	3	1.170735	I:	D:
800120	801747	+	2	1.201734	I:	D:801042,
801880	802809	+	1	1.156902	I:	D:
802888	806216	+	1	1.130611	I:	D:804289,
806220	807038	-	3	1.177133	I:	D:
807185	808591	+	2	1.177935	I:	D:
808640	810749	+	2	1.180186	I:810034,	D:
811017	811739	-	3	1.188825	I:	D:
811930	812370	+	1	1.200990	I:	D:
812373	812607	+	3	1.255184	I:812412,	D:
812666	814041	+	2	1.220448	I:	D:813462,
814064	814792	-	2	1.224692	I:	D:
814909	816787	-	1	1.196419	I:815753,816238,	D:815377,
816918	817853	+	3	1.161431	I:	D:
817870	818458	-	1	1.167448	I:817876,	D:
818524	819611	-	1	1.188226	I:	D:819277,
819658	820515	-	1	1.145413	I:	D:
820776	821777	+	3	1.149969	I:	D:
821888	823243	-	2	1.150372	I:	D:
823498	824775	+	1	1.163313	I:	D:
825099	825566	-	3	1.180654	I:	D:
825721	826611	+	1	1.148628	I:	D:
826645	826890	+	1	1.223820	I:	D:
826998	829196	+	3	1.188169	I:828169,828248,828317,	D:
829286	830615	+	2	1.159359	I:	D:830154,830609,
830655	831109	-	3	1.217323	I:	D:830731,
831173	832611	-	2	1.159385	I:	D:831622,
832635	833300	-	3	1.119442	I:	D:
833313	835785	-	3	1.187497	I:	D:834187,835308,
836013	838829	-	3	1.173182	I:	D:
838896	840041	-	3	1.161329	I:	D:
840197	841879	-	2	1.174602	I:	D:
842208	842981	+	3	1.183635	I:	D:
843004	843483	-	1	1.202327	I:	D:
843758	844490	+	2	1.209935	I:844190,	D:
844558	845088	-	1	1.281256	I:	D:
845225	845590	+	2	1.175271	I:	D:
845660	847336	-	2	1.187094	I:	D:
847504	848064	+	1	1.159909	I:	D:
848154	850067	+	3	1.161795	I:	D:
850183	852231	+	1	1.201299	I:851313,851389,852172,	D:
852381	853498	+	3	1.194504	I:	D:852389,
853510	854160	+	1	1.179303	I:	D:
854180	857401	+	2	1.192563	I:	D:
857413	857874	+	1	1.159812	I:	D:
